snapshots,agreement_fraction,mean_utility_regret,p95_utility_regret,avoidable_collisions,avoidable_collision_fraction,avoidable_event_count
588,0.6972789115646258,0.9194972038674517,1.5632023572921752,25,0.04251700680272109,12
