snapshots,agreement_fraction,mean_utility_regret,p95_utility_regret,avoidable_collisions,avoidable_collision_fraction,avoidable_event_count
610,0.7147540983606557,0.6760101128797062,0.983206427097319,18,0.029508196721311476,12
