scenario,config,world,seed,plant_mismatch,draw,plant_yaw_gain,plant_speed_yaw_loss,result,success,time_s,path_len_m,min_clear_m,stall_s,controller_mean_ms,controller_p95_ms,controller_max_ms,omega_sign_flips,mode_switches,branch_selection_fraction,unique_branch_ids,mean_ess,min_ess,mean_path_error_m,max_path_error_m
dynamic,slip,49,1,0.3,4,0.7891437473657498,0.4545304958415359,collision,0,12.35,4.32,-0.005,0.25,501.278,751.83,842.605,3,3,0.38461538461538464,13,78.00122158421365,1.0,0.3642,0.8617
dynamic,slip,49,1,0.3,5,0.8304138649843701,0.4352502608660534,collision,0,12.3,4.26,-0.007,0.35,453.419,635.667,860.489,5,6,0.3780487804878049,10,79.22416263579058,1.0000000037744834,0.344,0.8229
dynamic,slip,49,1,0.3,6,0.6254994260109724,0.43175168403829317,collision,0,12.4,4.31,-0.0,0.1,634.298,828.701,903.721,2,9,0.43548387096774194,12,67.36627513504428,1.0,0.3976,0.9833
dynamic,slip,49,1,0.3,7,0.7530928246773778,0.5583768803755753,collision,0,13.65,4.52,-0.002,0.5,531.285,805.583,874.985,3,7,0.38461538461538464,13,100.52485738180326,1.0,0.344,0.6687
dynamic_blocked,slip,4,0,0.3,0,0.6936923674807876,0.5108603712901117,collision,0,23.65,4.75,-0.003,7.15,420.924,576.106,764.046,8,10,0.4249471458773784,17,46.497337510078225,1.0,0.324,0.7072
dynamic_blocked,slip,4,0,0.3,1,1.063745360535613,0.5168867858697214,success,1,23.1,9.48,0.085,0.1,423.732,695.468,887.881,9,13,0.3528138528138528,14,37.63812166779716,1.0,0.3728,1.0012
dynamic_blocked,slip,4,0,0.3,2,0.8311778472797038,0.5404689431500065,success,1,26.5,9.68,0.059,0.75,552.805,786.805,2671.793,10,8,0.3886792452830189,16,45.59805168367976,1.0,0.3776,1.0071
dynamic_blocked,slip,4,0,0.3,3,0.7431871027199279,0.5962666730087158,success,1,49.05,12.01,0.041,9.65,657.238,822.986,2980.381,16,18,0.36187563710499493,24,54.24994169956942,1.0,0.3931,0.9903
dynamic_blocked,slip,4,0,0.3,4,0.6046056467266381,0.4803843316097797,collision,0,10.75,3.61,-0.0,0.4,729.223,832.531,861.346,4,6,0.7069767441860465,11,44.4488929210671,1.008732164790834,0.0957,0.2887
dynamic_blocked,slip,4,0,0.3,5,0.9567675249061701,0.6478083983163907,success,1,33.2,9.84,0.022,4.6,444.024,688.088,2030.902,13,15,0.32228915662650603,17,40.607806254250406,1.0,0.4206,1.0277
dynamic_blocked,slip,4,0,0.3,6,0.8189207312787303,0.4452301527722202,success,1,40.4,11.95,0.052,3.55,427.663,617.516,2557.141,14,15,0.31064356435643564,20,42.295929719890765,1.0,0.388,0.9793
dynamic_blocked,slip,4,0,0.3,7,1.008090037578636,0.451695755106654,success,1,34.0,9.84,0.039,7.2,477.758,729.301,3148.476,16,18,0.37941176470588234,17,40.11615426120939,1.0,0.4269,0.9931
dynamic_blocked,slip,4,1,0.3,0,0.707532856302214,0.6678060455012056,collision,0,14.2,3.24,-0.015,2.3,575.038,817.936,896.215,2,6,0.5246478873239436,12,56.73372448462679,1.0000000253244077,0.3642,0.9413
dynamic_blocked,slip,4,1,0.3,1,0.600858846293649,0.3944773461466671,collision,0,19.65,4.47,-0.002,1.7,570.531,812.645,2195.305,2,9,0.5063613231552163,16,46.01718917679994,1.0000000000000027,0.3675,0.9284
dynamic_blocked,slip,4,1,0.3,2,0.6314907514990586,0.4868030789553097,collision,0,13.8,3.18,-0.018,2.2,775.09,853.47,3180.429,1,5,0.5398550724637681,19,60.341393280081,1.0,0.3751,0.8805
dynamic_blocked,slip,4,1,0.3,3,0.6056630449061288,0.61651100971851,collision,0,15.4,3.42,-0.001,2.15,693.929,833.252,3455.954,2,9,0.6363636363636364,19,54.20511827932542,1.0,0.3727,0.8891
dynamic_blocked,slip,4,1,0.3,4,0.8196193932909198,0.6949494909634159,collision,0,17.45,3.28,-0.004,3.5,627.904,819.514,3481.286,2,5,0.6934097421203438,21,66.84078723171284,1.0,0.2938,0.9199
dynamic_blocked,slip,4,1,0.3,5,1.0195084462390394,0.3905183545368227,success,1,32.55,10.41,0.018,3.0,525.522,805.771,2571.812,18,16,0.34101382488479265,19,37.01513195954855,1.0,0.5899,1.0978
dynamic_blocked,slip,4,1,0.3,6,1.019494302159636,0.6836276192426621,collision,0,15.95,3.5,-0.001,1.2,474.704,647.654,3412.485,4,6,0.6300940438871473,15,66.16758990169143,1.0061232853206552,0.324,0.817
dynamic_blocked,slip,4,1,0.3,7,0.5765899516161389,0.47280071981618815,collision,0,14.85,3.02,-0.003,3.65,472.292,750.256,3355.145,2,6,0.569023569023569,14,54.77436614572699,1.0,0.3741,0.8432
dynamic_blocked,slip,48,0,0.3,0,0.9338919085683437,0.47629417768805793,collision,0,6.5,2.02,-0.001,0.5,799.602,909.326,986.695,5,3,0.09230769230769231,11,37.63464228300228,1.0,0.2169,0.4755
dynamic_blocked,slip,48,0,0.3,1,0.7017395090847686,0.3918023197978209,collision,0,5.0,2.02,-0.004,0.1,508.464,818.769,910.969,4,3,0.13,9,46.88715939970474,1.0000248802269367,0.1521,0.6152
dynamic_blocked,slip,48,0,0.3,2,0.6417440552057836,0.4184328314947234,collision,0,5.15,2.12,-0.001,0.1,595.653,900.345,977.101,3,1,0.04854368932038835,11,46.810424973458304,1.0000004157979974,0.1602,0.6606
dynamic_blocked,slip,48,0,0.3,3,1.010140720705524,0.5809300404000526,collision,0,5.35,2.0,-0.001,0.1,447.809,512.481,942.902,4,3,0.08411214953271028,10,41.334439308968335,1.0000000000266542,0.1723,0.5638
dynamic_blocked,slip,48,0,0.3,4,0.7286892291430657,0.5472075318876746,collision,0,5.15,2.11,-0.002,0.1,810.909,905.176,989.622,4,1,0.04854368932038835,9,44.758393509115095,1.0000103827496996,0.1632,0.6525
dynamic_blocked,slip,48,0,0.3,5,0.8950906814261493,0.6202399628003488,collision,0,5.1,2.05,-0.0,0.1,439.496,523.718,708.309,4,1,0.049019607843137254,11,43.29023920175252,1.0000000000012066,0.1631,0.6276
dynamic_blocked,slip,48,0,0.3,6,0.9973122135980818,0.650903225156772,collision,0,5.35,1.93,-0.002,0.1,459.019,653.058,918.254,4,3,0.11214953271028037,9,42.044131616972855,1.000000000000183,0.1714,0.5207
dynamic_blocked,slip,48,0,0.3,7,0.8687352480219025,0.4256689071670501,collision,0,5.25,1.9,-0.002,0.1,485.778,771.146,887.91,4,3,0.11428571428571428,9,42.79945478256481,1.0000000000007088,0.1661,0.5182
dynamic_blocked,slip,48,1,0.3,0,0.7979158579984937,0.5763667238546006,collision,0,6.6,2.19,-0.009,0.75,480.167,674.185,825.569,4,2,0.8863636363636364,13,64.68625197538506,1.0,0.0391,0.1118
dynamic_blocked,slip,48,1,0.3,1,0.9515636320895116,0.6281475858821477,collision,0,6.6,2.19,-0.004,0.9,460.858,594.415,782.918,4,2,0.8787878787878788,13,64.96552318636704,1.0,0.0437,0.1292
dynamic_blocked,slip,48,1,0.3,2,0.6080983910194117,0.458652779995063,collision,0,6.4,2.2,-0.005,0.5,473.38,700.092,770.45,2,2,0.8984375,12,65.46870544564194,1.0000003323260558,0.0339,0.1014
dynamic_blocked,slip,48,1,0.3,3,0.9863797026113605,0.610779835333096,collision,0,7.1,2.25,-0.004,1.1,783.883,936.206,3025.798,2,4,0.852112676056338,14,64.2042186629032,1.0000000000000004,0.0557,0.1889
dynamic_blocked,slip,48,1,0.3,4,0.6025731034698985,0.7021649092955253,collision,0,6.3,2.21,-0.02,0.35,823.018,918.817,3204.472,2,2,0.9126984126984127,12,66.25309150622067,1.0000000000192277,0.031,0.0973
dynamic_blocked,slip,48,1,0.3,5,0.9790236559937312,0.4193524057055864,collision,0,6.2,2.2,-0.006,0.5,575.719,890.347,3066.335,4,3,0.9516129032258065,12,65.60000703939727,1.0000000000003304,0.0428,0.1511
dynamic_blocked,slip,48,1,0.3,6,0.5830893025900723,0.5461939075262222,collision,0,6.45,2.2,-0.014,0.45,518.047,747.548,2605.005,4,2,0.8914728682170543,12,65.68687139558709,1.0000000000715104,0.0327,0.0962
dynamic_blocked,slip,48,1,0.3,7,0.8426192011004235,0.440843611272432,collision,0,7.1,2.25,-0.01,1.05,479.347,627.928,2342.404,2,4,0.8450704225352113,14,63.335351639805054,1.0,0.0561,0.1866
dynamic_blocked,slip,49,0,0.3,0,0.6663959718031328,0.4808882734725563,collision,0,10.5,3.19,-0.004,0.3,475.838,695.003,3899.931,2,4,0.3380952380952381,15,72.68044643079442,1.0000000188440041,0.4966,1.2663
dynamic_blocked,slip,49,0,0.3,1,0.7430900759827268,0.4945949127788845,success,1,41.1,10.31,0.012,6.85,408.369,752.465,2666.106,17,15,0.2846715328467153,20,92.08614265141102,1.0,0.3482,1.2151
dynamic_blocked,slip,49,0,0.3,2,0.9632534018490456,0.6980441679647583,collision,0,9.2,2.86,-0.005,0.05,488.248,684.08,3263.753,2,2,0.2391304347826087,16,72.822464476452,1.0000000148081376,0.3863,1.1169
dynamic_blocked,slip,49,0,0.3,3,0.8875002939113557,0.6302101176848609,collision,0,8.75,2.68,-0.007,0.05,565.823,795.969,2451.632,2,2,0.25142857142857145,18,75.42890907099304,1.0,0.3346,1.0541
dynamic_blocked,slip,49,0,0.3,4,0.9922272025108682,0.6338684126758615,collision,0,8.4,2.58,-0.004,0.05,651.41,841.73,3306.017,4,4,0.3333333333333333,13,75.41107147443036,1.0000000026057991,0.3046,0.9917
dynamic_blocked,slip,49,0,0.3,5,1.0481047644790333,0.4437384789897454,collision,0,8.7,2.83,-0.003,0.05,440.071,615.151,772.549,2,4,0.3160919540229885,13,76.1912134612363,1.0000000622816687,0.3656,1.0276
dynamic_blocked,slip,49,0,0.3,6,0.6866140180009503,0.47580830955253334,success,1,37.55,10.63,0.019,3.4,402.263,764.08,893.611,9,11,0.40878828229027964,23,94.22008045652802,1.0,0.3471,1.2478
dynamic_blocked,slip,49,0,0.3,7,0.8712124808897296,0.4171152636700116,collision,0,9.0,2.77,-0.002,0.05,436.457,571.165,742.461,2,2,0.24444444444444444,16,75.75585744532204,1.000000055167053,0.3585,1.0999
dynamic_blocked,slip,49,1,0.3,0,0.6158776340120589,0.7109011489326243,collision,0,8.8,1.85,-0.001,0.45,704.807,817.192,905.242,2,4,0.45454545454545453,9,84.75180969757194,1.0026491698539497,0.075,0.4637
dynamic_blocked,slip,49,1,0.3,1,0.905092114490157,0.6951831256182274,collision,0,10.55,2.28,-0.001,0.35,417.619,505.329,748.63,2,4,0.15639810426540285,12,105.76172879160839,1.0000470966514627,0.2006,0.8873
dynamic_blocked,slip,49,1,0.3,2,0.6834513025061567,0.3916429279994923,collision,0,8.8,1.86,-0.001,0.15,433.422,617.799,707.585,2,4,0.3352272727272727,8,90.78892310435707,1.0025625127892643,0.0883,0.4562
dynamic_blocked,slip,49,1,0.3,3,0.822933335213442,0.5395984404398205,collision,0,28.65,5.14,-0.004,11.4,362.267,601.85,790.492,27,8,0.3089005235602094,14,61.61862449739102,1.0,0.2795,1.3123
dynamic_blocked,slip,49,1,0.3,4,0.7891437473657498,0.4545304958415359,collision,0,9.25,1.92,-0.001,0.45,434.857,616.388,854.64,4,6,0.3081081081081081,11,95.09825199425678,1.0353511909532527,0.1116,0.5363
dynamic_blocked,slip,49,1,0.3,5,0.8304138649843701,0.4352502608660534,collision,0,10.7,2.34,-0.001,0.5,403.435,571.908,758.658,2,4,0.19626168224299065,12,105.8904677996166,1.0898083387736215,0.2069,0.9285
dynamic_blocked,slip,49,1,0.3,6,0.6254994260109724,0.43175168403829317,collision,0,9.0,1.91,-0.004,0.5,532.245,759.927,821.621,2,3,0.5722222222222222,9,84.90173706603798,1.0097537330619368,0.0833,0.5142
dynamic_blocked,slip,49,1,0.3,7,0.7530928246773778,0.5583768803755753,collision,0,9.05,1.92,-0.004,0.45,405.94,475.131,793.195,4,4,0.287292817679558,8,89.96189372877318,1.0081249588913048,0.0988,0.5217
