scenario,config,world,seed,samples,horizon,robot_model,result,success,time_s,path_len_m,min_clear_m,stall_s,controller_mean_ms,controller_p95_ms,controller_max_ms,goal_progress_m,final_goal_distance_m,mean_path_error_m,max_path_error_m,wall_time_s,controller_hz,mode_switches,omega_sign_flips,branch_selection_fraction,fallback_selection_fraction,ancillary_available_fraction,mean_active_ancillary_modes,assist_fraction,mean_ess,min_ess
static,path_biased,40,0,1024,56,slip,success,1,19.3,8.51,0.272,0.05,183.914,274.853,366.135,8.5082,0.4918,0.0132,0.0258,71.045,5.433,0,47,0.0,1.0,0.0,0.0,0.0,279.44270242034025,55.845586680293685
static,amoeba,40,0,1024,56,slip,success,1,19.1,8.5,0.277,0.05,239.387,355.527,464.944,8.5023,0.4977,0.0144,0.0295,91.508,4.174,0,50,0.0,1.0,0.7591623036649214,1.6099476439790577,0.0,220.57115845897343,3.1780093904172344
static,amoeba_nominal_fb,40,0,1024,56,slip,success,1,19.1,8.5,0.277,0.05,313.277,435.947,468.709,8.5023,0.4977,0.0144,0.0295,119.755,3.19,0,50,0.0,1.0,0.7591623036649214,1.6099476439790577,0.0,220.57115845897343,3.1780093904172344
static,vanilla,40,1,1024,56,slip,success,1,24.2,8.52,0.228,0.0,60.91,87.011,96.655,8.5088,0.4912,0.0365,0.0738,29.57,16.368,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,40,1,1024,56,slip,success,1,24.4,8.51,0.243,0.0,170.293,257.977,277.26,8.5081,0.4919,0.025,0.0627,83.192,5.866,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,40,1,1024,56,slip,success,1,19.3,8.51,0.275,0.05,183.232,261.492,338.902,8.51,0.49,0.0127,0.0248,70.783,5.453,0,69,0.0,1.0,0.0,0.0,0.0,283.4540057610312,58.90369191810001
static,amoeba,40,1,1024,56,slip,success,1,19.15,8.52,0.273,0.05,227.285,347.884,479.015,8.5145,0.4855,0.0159,0.0358,87.11,4.397,0,64,0.0,1.0,0.7441253263707572,1.6057441253263707,0.0,222.77371566377138,3.098844353719465
static,amoeba_nominal_fb,40,1,1024,56,slip,success,1,19.15,8.52,0.273,0.05,195.138,251.052,266.272,8.5145,0.4855,0.0159,0.0358,74.789,5.121,0,64,0.0,1.0,0.7441253263707572,1.6057441253263707,0.0,222.77371566377138,3.098844353719465
static,vanilla,40,2,1024,56,slip,success,1,24.25,8.52,0.284,0.0,49.67,69.663,87.949,8.5098,0.4902,0.0682,0.1545,24.162,20.073,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,40,2,1024,56,slip,success,1,24.45,8.51,0.247,0.0,160.739,231.091,253.583,8.5096,0.4904,0.0165,0.0362,78.69,6.214,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,40,2,1024,56,slip,success,1,19.3,8.51,0.262,0.05,184.743,247.497,358.239,8.5102,0.4898,0.0133,0.0264,71.364,5.409,0,43,0.0,1.0,0.0,0.0,0.0,272.8619584486827,47.667262599535896
static,amoeba,40,2,1024,56,slip,success,1,19.1,8.51,0.258,0.05,212.419,331.186,427.821,8.5047,0.4953,0.0137,0.0284,81.202,4.704,0,35,0.0,1.0,0.7460732984293194,1.5968586387434556,0.0,219.71278208477224,1.90643370192968
static,amoeba_nominal_fb,40,2,1024,56,slip,success,1,19.1,8.51,0.258,0.05,207.714,293.49,455.49,8.5047,0.4953,0.0137,0.0284,79.402,4.811,0,35,0.0,1.0,0.7460732984293194,1.5968586387434556,0.0,219.71278208477224,1.90643370192968
static,vanilla,40,3,1024,56,slip,success,1,24.3,8.57,0.323,0.0,49.303,60.496,91.168,8.5035,0.4965,0.2266,0.3908,24.033,20.222,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,40,3,1024,56,slip,success,1,24.3,8.51,0.255,0.0,230.633,247.242,258.179,8.5052,0.4948,0.0333,0.072,112.216,4.331,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,40,3,1024,56,slip,success,1,19.2,8.51,0.268,0.1,180.549,240.592,397.732,8.5057,0.4943,0.0136,0.0263,69.385,5.534,0,57,0.0,1.0,0.0,0.0,0.0,274.25925150172696,46.97520838701263
static,amoeba,40,3,1024,56,slip,success,1,19.05,8.5,0.267,0.1,222.56,357.52,488.545,8.5003,0.4997,0.0169,0.0383,84.855,4.49,0,54,0.0,1.0,0.7480314960629921,1.6404199475065617,0.0,215.8101809491653,3.3283254572206404
static,amoeba_nominal_fb,40,3,1024,56,slip,success,1,19.05,8.5,0.267,0.1,202.548,259.236,462.857,8.5003,0.4997,0.0169,0.0383,77.225,4.934,0,54,0.0,1.0,0.7480314960629921,1.6404199475065617,0.0,215.8101809491653,3.3283254572206404
static,vanilla,40,4,1024,56,slip,success,1,24.15,8.51,0.239,0.0,50.699,76.883,94.408,8.5081,0.4919,0.0205,0.038,24.562,19.664,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,40,4,1024,56,slip,success,1,24.35,8.51,0.26,0.0,169.354,231.331,253.214,8.505,0.495,0.0184,0.0377,82.566,5.898,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,40,4,1024,56,slip,success,1,19.25,8.5,0.268,0.05,201.1,287.224,366.949,8.5047,0.4953,0.0134,0.0263,77.486,4.969,0,30,0.0,1.0,0.0,0.0,0.0,280.14075275869624,52.26523190841348
static,amoeba,40,4,1024,56,slip,success,1,19.1,8.52,0.276,0.05,198.155,253.76,449.9,8.5166,0.4834,0.0156,0.0329,75.748,5.043,0,40,0.0,1.0,0.7460732984293194,1.5968586387434556,0.0,220.23136634573478,3.8051979382749987
static,amoeba_nominal_fb,40,4,1024,56,slip,success,1,19.1,8.52,0.276,0.05,211.897,293.993,446.822,8.5166,0.4834,0.0156,0.0329,81.002,4.716,0,40,0.0,1.0,0.7460732984293194,1.5968586387434556,0.0,220.23136634573478,3.8051979382749987
static,vanilla,42,0,1024,56,slip,success,1,24.15,8.53,0.689,0.0,48.019,56.187,62.396,8.508,0.492,0.0623,0.1273,23.262,20.764,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,42,0,1024,56,slip,success,1,24.35,8.51,0.583,0.0,149.562,222.357,248.236,8.509,0.491,0.025,0.0528,72.916,6.679,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,42,0,1024,56,slip,success,1,19.1,8.51,0.574,0.05,186.702,276.352,371.12,8.5069,0.4931,0.0131,0.0258,71.376,5.352,0,58,0.0,1.0,0.0,0.0,0.0,331.3950453310635,91.88010412772933
static,amoeba,42,0,1024,56,slip,success,1,19.1,8.51,0.574,0.05,224.888,354.299,479.635,8.5069,0.4931,0.0131,0.0258,85.967,4.444,0,58,0.0,1.0,0.7460732984293194,1.3089005235602094,0.0,331.3950453310635,91.88010412772933
static,amoeba_nominal_fb,42,0,1024,56,slip,success,1,19.1,8.51,0.574,0.05,193.38,249.724,262.932,8.5069,0.4931,0.0131,0.0258,73.924,5.168,0,58,0.0,1.0,0.7460732984293194,1.3089005235602094,0.0,331.3950453310635,91.88010412772933
static,vanilla,42,1,1024,56,slip,success,1,24.2,8.52,0.476,0.0,81.05,91.709,98.433,8.5054,0.4946,0.0466,0.0936,39.345,12.301,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,42,1,1024,56,slip,success,1,24.4,8.51,0.534,0.0,151.731,230.606,253.238,8.5076,0.4924,0.0267,0.0627,74.128,6.583,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,42,1,1024,56,slip,success,1,19.1,8.51,0.571,0.05,207.839,289.837,371.545,8.5113,0.4887,0.0128,0.0251,79.459,4.808,0,56,0.0,1.0,0.0,0.0,0.0,328.73207459750626,86.44547846896164
static,amoeba,42,1,1024,56,slip,success,1,19.1,8.51,0.571,0.05,201.612,285.283,439.567,8.5113,0.4887,0.0128,0.0251,77.071,4.956,0,56,0.0,1.0,0.7460732984293194,1.3219895287958114,0.0,328.73207459750626,86.44547846896164
static,amoeba_nominal_fb,42,1,1024,56,slip,success,1,19.1,8.51,0.571,0.05,332.381,443.073,479.957,8.5113,0.4887,0.0128,0.0251,127.061,3.006,0,56,0.0,1.0,0.7460732984293194,1.3219895287958114,0.0,328.73207459750626,86.44547846896164
static,vanilla,42,2,1024,56,slip,success,1,24.25,8.52,0.574,0.0,48.684,57.346,64.502,8.5096,0.4904,0.0675,0.1545,23.685,20.477,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,42,2,1024,56,slip,success,1,24.45,8.51,0.577,0.0,170.228,230.119,247.809,8.5102,0.4898,0.0172,0.0362,83.334,5.868,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,42,2,1024,56,slip,success,1,19.1,8.51,0.573,0.05,183.373,281.683,389.523,8.5105,0.4895,0.0129,0.0262,70.101,5.449,0,39,0.0,1.0,0.0,0.0,0.0,328.26663166774205,83.76585611056338
static,amoeba,42,2,1024,56,slip,success,1,19.1,8.51,0.573,0.05,193.836,252.824,332.21,8.5105,0.4895,0.0129,0.0262,74.098,5.155,0,39,0.0,1.0,0.7591623036649214,1.3219895287958114,0.0,328.26663166774205,83.76585611056338
static,amoeba_nominal_fb,42,2,1024,56,slip,success,1,19.1,8.51,0.573,0.05,233.347,343.887,473.314,8.5105,0.4895,0.0129,0.0262,89.201,4.282,0,39,0.0,1.0,0.7591623036649214,1.3219895287958114,0.0,328.26663166774205,83.76585611056338
static,vanilla,42,3,1024,56,slip,success,1,24.3,8.57,0.834,0.0,58.278,86.456,97.524,8.5041,0.4959,0.2261,0.3906,28.408,17.108,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,42,3,1024,56,slip,success,1,24.3,8.51,0.601,0.0,143.868,154.005,247.413,8.504,0.496,0.0392,0.072,69.996,6.943,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,42,3,1024,56,slip,success,1,19.1,8.52,0.571,0.1,174.09,213.499,226.71,8.5173,0.4827,0.0132,0.0263,66.553,5.74,0,51,0.0,1.0,0.0,0.0,0.0,325.50905582569254,88.55089175601945
static,amoeba,42,3,1024,56,slip,success,1,19.1,8.52,0.571,0.1,223.073,338.578,450.465,8.5173,0.4827,0.0132,0.0263,85.276,4.48,0,51,0.0,1.0,0.7460732984293194,1.3219895287958114,0.0,325.50905582569254,88.55089175601945
static,amoeba_nominal_fb,42,3,1024,56,slip,success,1,19.1,8.52,0.571,0.1,216.55,337.107,445.592,8.5173,0.4827,0.0132,0.0263,82.781,4.615,0,51,0.0,1.0,0.7460732984293194,1.3219895287958114,0.0,325.50905582569254,88.55089175601945
static,vanilla,42,4,1024,56,slip,success,1,24.15,8.51,0.505,0.0,51.785,82.169,96.239,8.5051,0.4949,0.0318,0.0767,25.087,19.253,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,42,4,1024,56,slip,success,1,24.35,8.51,0.576,0.0,145.345,172.021,231.947,8.5067,0.4933,0.0204,0.0377,70.86,6.873,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,42,4,1024,56,slip,success,1,19.1,8.5,0.573,0.05,189.43,272.472,350.071,8.5016,0.4984,0.0132,0.0254,72.421,5.275,0,34,0.0,1.0,0.0,0.0,0.0,330.051564933597,89.45486125749724
static,amoeba,42,4,1024,56,slip,success,1,19.1,8.5,0.573,0.05,199.837,262.173,477.991,8.5016,0.4984,0.0132,0.0254,76.391,5.001,0,34,0.0,1.0,0.7460732984293194,1.2827225130890052,0.0,330.051564933597,89.45486125749724
static,amoeba_nominal_fb,42,4,1024,56,slip,success,1,19.1,8.5,0.573,0.05,328.54,441.141,470.249,8.5016,0.4984,0.0132,0.0254,125.593,3.042,0,34,0.0,1.0,0.7460732984293194,1.2827225130890052,0.0,330.051564933597,89.45486125749724
static,vanilla,48,0,1024,56,slip,collision,0,18.65,3.72,-0.007,5.35,99.994,112.269,134.993,3.6714,5.3286,0.5501,0.8043,37.412,9.97,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,48,0,1024,56,slip,success,1,27.15,8.74,0.111,0.45,172.224,271.431,326.301,8.505,0.495,0.0466,0.1426,93.623,5.8,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,48,0,1024,56,slip,success,1,21.25,8.73,0.124,0.1,348.582,417.17,483.644,8.5128,0.4872,0.0423,0.1252,148.265,2.866,0,22,0.0,1.0,0.0,0.0,0.0,149.32792719016686,1.3182924599687331
static,amoeba,48,0,1024,56,slip,success,1,22.5,8.76,0.107,0.95,246.667,398.315,530.854,8.5034,0.4966,0.0593,0.1874,111.083,4.051,0,32,0.0,1.0,0.7444444444444445,1.2422222222222221,0.06444444444444444,92.29000697122969,1.0021415168990253
static,amoeba_nominal_fb,48,0,1024,56,slip,success,1,22.5,8.76,0.107,0.95,238.668,352.133,565.461,8.5034,0.4966,0.0593,0.1874,107.479,4.187,0,32,0.0,1.0,0.7666666666666667,1.2666666666666666,0.06444444444444444,92.25431535569652,1.0021415168990253
static,vanilla,48,1,1024,56,slip,collision,0,16.85,3.74,-0.014,3.95,58.97,71.959,109.303,3.6951,5.3049,0.4878,0.7557,19.934,16.906,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,48,1,1024,56,slip,success,1,28.75,8.74,0.109,0.75,169.687,261.866,294.915,8.5078,0.4922,0.0543,0.1534,97.682,5.886,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,48,1,1024,56,slip,success,1,20.45,8.72,0.125,0.05,204.469,298.956,378.071,8.5102,0.4898,0.0406,0.1215,83.697,4.887,0,24,0.0,1.0,0.0,0.0,0.0,157.55172610979372,2.4465860616783446
static,amoeba,48,1,1024,56,slip,success,1,20.1,8.73,0.123,0.05,242.762,386.692,499.33,8.5092,0.4908,0.0422,0.1522,97.663,4.116,0,38,0.0,1.0,0.7487562189054726,1.2985074626865671,0.0,110.10304894106042,1.0009128831317136
static,amoeba_nominal_fb,48,1,1024,56,slip,success,1,20.1,8.73,0.123,0.05,239.029,337.958,428.55,8.5092,0.4908,0.0422,0.1522,96.161,4.181,0,38,0.0,1.0,0.753731343283582,1.3059701492537314,0.0,110.10304894106042,1.0009128831317136
static,vanilla,48,2,1024,56,slip,collision,0,35.7,6.37,-0.015,9.75,59.19,77.159,114.867,5.0946,3.9054,1.1329,2.2076,42.391,16.843,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,48,2,1024,56,slip,success,1,28.65,8.74,0.104,0.35,181.619,269.267,312.096,8.5046,0.4954,0.0556,0.1531,104.191,5.5,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,48,2,1024,56,slip,success,1,20.3,8.72,0.125,0.1,216.181,324.515,436.161,8.5077,0.4923,0.0404,0.1166,87.841,4.622,0,20,0.0,1.0,0.0,0.0,0.0,152.14392893452765,1.5824769299907937
static,amoeba,48,2,1024,56,slip,success,1,19.95,8.77,0.122,0.1,233.617,333.116,504.085,8.5028,0.4972,0.0727,0.237,93.289,4.277,0,27,0.0,1.0,0.7418546365914787,1.2907268170426065,0.0,105.26401645503468,1.0141504301830062
static,amoeba_nominal_fb,48,2,1024,56,slip,success,1,19.95,8.77,0.122,0.1,256.757,376.837,507.869,8.5028,0.4972,0.0727,0.237,102.524,3.892,0,27,0.0,1.0,0.7493734335839599,1.2982456140350878,0.0,105.26401645503468,1.0141504301830062
static,vanilla,48,3,1024,56,slip,collision,0,18.55,4.16,-0.014,4.15,97.885,111.401,120.833,3.8979,5.1021,0.6205,1.2506,36.424,10.186,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,48,3,1024,56,slip,collision,0,16.1,3.86,-0.012,3.05,176.088,264.409,298.396,3.6858,5.3142,0.0412,0.0903,56.767,5.672,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,48,3,1024,56,slip,success,1,20.2,8.72,0.125,0.1,216.768,328.818,437.639,8.506,0.494,0.0414,0.1264,87.648,4.609,0,16,0.0,1.0,0.0,0.0,0.0,154.5821006032402,4.072434464008103
static,amoeba,48,3,1024,56,slip,success,1,19.7,8.73,0.114,0.1,236.258,341.788,459.477,8.5136,0.4864,0.0458,0.1315,93.154,4.23,0,22,0.0,1.0,0.7284263959390863,1.2766497461928934,0.0,111.56781627815103,1.0140523319799841
static,amoeba_nominal_fb,48,3,1024,56,slip,success,1,19.7,8.73,0.114,0.1,267.808,403.829,548.686,8.5136,0.4864,0.0458,0.1315,105.591,3.731,0,22,0.0,1.0,0.7385786802030457,1.2893401015228427,0.0,111.56781627815103,1.0140523319799841
static,vanilla,48,4,1024,56,slip,collision,0,15.8,3.72,-0.003,2.9,59.025,72.388,100.807,3.6939,5.3061,0.4749,0.748,18.711,16.889,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,48,4,1024,56,slip,success,1,28.5,8.74,0.117,0.7,219.558,283.953,308.193,8.5105,0.4895,0.0622,0.1734,125.291,4.549,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,48,4,1024,56,slip,success,1,20.7,8.73,0.126,0.1,207.111,311.593,369.292,8.5121,0.4879,0.0403,0.1197,85.816,4.824,0,20,0.0,1.0,0.0,0.0,0.0,154.45469122157053,1.2799158660278458
static,amoeba,48,4,1024,56,slip,success,1,20.1,8.73,0.124,0.1,239.899,361.457,506.901,8.5086,0.4914,0.0586,0.1678,96.515,4.165,0,38,0.0,1.0,0.736318407960199,1.2885572139303483,0.0,108.26888078925326,1.0006109745472151
static,amoeba_nominal_fb,48,4,1024,56,slip,success,1,20.1,8.73,0.124,0.1,252.738,421.075,549.339,8.5086,0.4914,0.0586,0.1678,101.676,3.954,0,38,0.0,1.0,0.736318407960199,1.291044776119403,0.0,108.26888078925326,1.0006109745472151
static,vanilla,93,0,1024,56,slip,success,1,24.15,8.53,0.701,0.0,51.041,74.169,93.915,8.508,0.492,0.0623,0.1273,24.726,19.534,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,93,0,1024,56,slip,success,1,24.35,8.51,0.753,0.0,151.818,237.143,271.195,8.509,0.491,0.025,0.0528,74.015,6.58,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,93,0,1024,56,slip,success,1,19.1,8.51,0.72,0.05,190.628,272.02,354.621,8.5069,0.4931,0.0131,0.0258,72.877,5.242,0,58,0.0,1.0,0.0,0.0,0.0,331.395380836454,91.88010412772933
static,amoeba,93,0,1024,56,slip,success,1,19.1,8.51,0.72,0.05,192.492,249.965,440.795,8.5069,0.4931,0.0131,0.0258,73.584,5.191,0,58,0.0,1.0,0.7460732984293194,1.4136125654450262,0.0,331.395380836454,91.88010412772933
static,amoeba_nominal_fb,93,0,1024,56,slip,success,1,19.1,8.51,0.72,0.05,203.223,280.669,409.746,8.5069,0.4931,0.0131,0.0258,77.686,4.917,0,58,0.0,1.0,0.7460732984293194,1.4136125654450262,0.0,331.395380836454,91.88010412772933
static,vanilla,93,1,1024,56,slip,success,1,24.2,8.52,0.667,0.0,61.426,85.577,96.123,8.5054,0.4946,0.0466,0.0936,29.819,16.231,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,93,1,1024,56,slip,success,1,24.4,8.51,0.73,0.0,167.077,235.086,253.562,8.5076,0.4924,0.0267,0.0627,81.622,5.979,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,93,1,1024,56,slip,success,1,19.1,8.51,0.728,0.05,185.714,290.678,376.011,8.5113,0.4887,0.0128,0.0251,70.996,5.381,0,56,0.0,1.0,0.0,0.0,0.0,328.73217628086445,86.44547846896164
static,amoeba,93,1,1024,56,slip,success,1,19.1,8.51,0.728,0.05,196.702,253.736,349.536,8.5113,0.4887,0.0128,0.0251,75.193,5.08,0,56,0.0,1.0,0.7460732984293194,1.4136125654450262,0.0,328.73217628086445,86.44547846896164
static,amoeba_nominal_fb,93,1,1024,56,slip,success,1,19.1,8.51,0.728,0.05,216.338,339.901,487.002,8.5113,0.4887,0.0128,0.0251,82.699,4.619,0,56,0.0,1.0,0.7460732984293194,1.4136125654450262,0.0,328.73217628086445,86.44547846896164
static,vanilla,93,2,1024,56,slip,success,1,24.25,8.52,0.866,0.0,55.897,67.075,82.813,8.5096,0.4904,0.0675,0.1545,27.19,17.837,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,93,2,1024,56,slip,success,1,24.45,8.51,0.709,0.0,159.696,229.504,250.826,8.5102,0.4898,0.0172,0.0362,78.177,6.255,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,93,2,1024,56,slip,success,1,19.1,8.51,0.724,0.05,245.139,359.292,383.942,8.5105,0.4895,0.0129,0.0262,93.718,4.076,0,39,0.0,1.0,0.0,0.0,0.0,328.2666350153839,83.76585611056338
static,amoeba,93,2,1024,56,slip,success,1,19.1,8.51,0.724,0.05,224.515,337.128,459.423,8.5105,0.4895,0.0129,0.0262,85.825,4.451,0,39,0.0,1.0,0.7591623036649214,1.4267015706806283,0.0,328.2666350153839,83.76585611056338
static,amoeba_nominal_fb,93,2,1024,56,slip,success,1,19.1,8.51,0.724,0.05,193.634,248.509,287.296,8.5105,0.4895,0.0129,0.0262,74.02,5.161,0,39,0.0,1.0,0.7591623036649214,1.4267015706806283,0.0,328.2666350153839,83.76585611056338
static,vanilla,93,3,1024,56,slip,success,1,24.3,8.57,0.848,0.0,58.645,87.115,95.895,8.5041,0.4959,0.2261,0.3906,28.587,17.001,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,93,3,1024,56,slip,success,1,24.3,8.51,0.784,0.0,161.955,234.127,259.66,8.504,0.496,0.0392,0.072,78.796,6.168,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,93,3,1024,56,slip,success,1,19.1,8.52,0.729,0.1,181.334,224.576,278.451,8.5173,0.4827,0.0132,0.0263,69.322,5.511,0,51,0.0,1.0,0.0,0.0,0.0,325.5090815659915,88.55089175601945
static,amoeba,93,3,1024,56,slip,success,1,19.1,8.52,0.729,0.1,213.379,315.878,417.283,8.5173,0.4827,0.0132,0.0263,81.568,4.683,0,51,0.0,1.0,0.7591623036649214,1.4397905759162304,0.0,325.5090815659915,88.55089175601945
static,amoeba_nominal_fb,93,3,1024,56,slip,success,1,19.1,8.52,0.729,0.1,218.0,332.487,473.891,8.5173,0.4827,0.0132,0.0263,83.334,4.584,0,51,0.0,1.0,0.7591623036649214,1.4397905759162304,0.0,325.5090815659915,88.55089175601945
static,vanilla,93,4,1024,56,slip,success,1,24.15,8.51,0.703,0.0,78.134,90.06,100.421,8.5051,0.4949,0.0318,0.0767,37.852,12.76,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,93,4,1024,56,slip,success,1,24.35,8.51,0.688,0.0,150.433,202.314,247.299,8.5067,0.4933,0.0204,0.0377,73.338,6.64,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,93,4,1024,56,slip,success,1,19.1,8.5,0.718,0.05,189.171,271.679,363.946,8.5016,0.4984,0.0132,0.0254,72.323,5.282,0,34,0.0,1.0,0.0,0.0,0.0,330.0516800411891,89.45486125749724
static,amoeba,93,4,1024,56,slip,success,1,19.1,8.5,0.718,0.05,219.288,331.363,447.776,8.5016,0.4984,0.0132,0.0254,83.831,4.557,0,34,0.0,1.0,0.7460732984293194,1.4136125654450262,0.0,330.0516800411891,89.45486125749724
static,amoeba_nominal_fb,93,4,1024,56,slip,success,1,19.1,8.5,0.718,0.05,206.835,291.225,468.806,8.5016,0.4984,0.0132,0.0254,79.066,4.831,0,34,0.0,1.0,0.7460732984293194,1.4136125654450262,0.0,330.0516800411891,89.45486125749724
static,vanilla,94,0,1024,56,slip,success,1,24.15,8.53,0.222,0.0,80.067,91.42,96.828,8.5107,0.4893,0.0475,0.1079,38.787,12.453,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,94,0,1024,56,slip,success,1,24.35,8.51,0.242,0.0,147.094,184.82,244.549,8.5089,0.4911,0.024,0.0528,71.713,6.791,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,94,0,1024,56,slip,success,1,19.2,8.52,0.271,0.05,194.947,258.322,368.86,8.519,0.481,0.0131,0.0258,74.918,5.126,0,58,0.0,1.0,0.0,0.0,0.0,290.822513886224,65.37787677610912
static,amoeba,94,0,1024,56,slip,success,1,19.1,8.52,0.282,0.05,214.363,352.485,477.159,8.5181,0.4819,0.0145,0.0299,81.943,4.662,0,58,0.0,1.0,0.7460732984293194,1.5837696335078535,0.0,220.9724025570359,4.747615072719756
static,amoeba_nominal_fb,94,0,1024,56,slip,success,1,19.1,8.52,0.282,0.05,286.807,443.703,472.467,8.5181,0.4819,0.0145,0.0299,109.637,3.484,0,58,0.0,1.0,0.7460732984293194,1.5837696335078535,0.0,220.9724025570359,4.747615072719756
static,vanilla,94,1,1024,56,slip,success,1,24.2,8.52,0.317,0.0,48.454,57.378,63.664,8.5071,0.4929,0.0425,0.081,23.521,20.577,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,94,1,1024,56,slip,success,1,24.4,8.51,0.262,0.0,159.106,233.878,248.983,8.5076,0.4924,0.0267,0.0627,77.729,6.278,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,94,1,1024,56,slip,success,1,19.2,8.51,0.274,0.05,176.668,219.621,345.493,8.5127,0.4873,0.013,0.0252,67.891,5.656,0,57,0.0,1.0,0.0,0.0,0.0,289.5263830038726,67.86473859110836
static,amoeba,94,1,1024,56,slip,success,1,19.05,8.51,0.267,0.05,230.221,337.508,459.711,8.5094,0.4906,0.0141,0.031,87.777,4.341,0,59,0.0,1.0,0.7480314960629921,1.5879265091863517,0.0,223.26197186502273,1.9614182562683236
static,amoeba_nominal_fb,94,1,1024,56,slip,success,1,19.05,8.51,0.267,0.05,202.372,263.338,440.901,8.5094,0.4906,0.0141,0.031,77.156,4.938,0,59,0.0,1.0,0.7480314960629921,1.5879265091863517,0.0,223.26197186502273,1.9614182562683236
static,vanilla,94,2,1024,56,slip,success,1,24.25,8.52,0.262,0.0,46.97,55.853,62.055,8.5079,0.4921,0.0618,0.1478,22.848,21.227,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_mppi,94,2,1024,56,slip,success,1,24.45,8.51,0.256,0.0,224.209,245.108,255.927,8.5118,0.4882,0.0172,0.0362,109.766,4.455,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
static,path_biased,94,2,1024,56,slip,success,1,19.2,8.51,0.274,0.05,175.026,214.416,343.015,8.5125,0.4875,0.0132,0.0262,67.261,5.709,0,42,0.0,1.0,0.0,0.0,0.0,283.45562042984534,61.62976647721245
static,amoeba,94,2,1024,56,slip,success,1,19.1,8.51,0.279,0.05,206.268,295.218,464.926,8.5034,0.4966,0.0152,0.0388,78.848,4.845,0,27,0.0,1.0,0.7460732984293194,1.5837696335078535,0.0,218.81226316043006,2.4240990359733634
static,amoeba_nominal_fb,94,2,1024,56,slip,success,1,19.1,8.51,0.279,0.05,207.077,282.959,433.755,8.5034,0.4966,0.0152,0.0388,79.158,4.826,0,27,0.0,1.0,0.7460732984293194,1.5837696335078535,0.0,218.81226316043006,2.4240990359733634
static,vanilla,94,3,1024,56,slip,success,1,24.2,8.53,0.211,0.0,64.737,87.888,99.463,8.5036,0.4964,0.1196,0.2838,31.422,15.403,0,0,0.0,1.0,0.0,0.0,0.0,nan,nan
